,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,ResultSpeed,ResultDir
263,2,2007-09-09,79,63,71.0,17.5,59,64.0,0.0,6.0,-,-, ,10.1,3
264,1,2007-09-10,74,54,64.0,-2.0,58,60.0,1.0,0.0,0526,1812,RA BR,7.2,2
265,2,2007-09-10,73,55,64.0,10.5,59,62.0,1.0,0.0,-,-,RA,7.4,3
266,1,2007-09-11,71,50,61.0,-4.0,44,52.0,4.0,0.0,0527,1810, ,11.7,29
267,2,2007-09-11,71,51,61.0,7.5,44,52.0,4.0,0.0,-,-, ,12.1,29
268,1,2007-09-12,67,46,57.0,-8.0,42,49.0,8.0,0.0,0528,1809, ,1.8,3
269,2,2007-09-12,66,46,56.0,2.5,43,50.0,9.0,0.0,-,-, ,1.9,5
270,1,2007-09-13,78,50,64.0,-1.0,45,54.0,1.0,0.0,0529,1807, ,8.3,19
271,2,2007-09-13,79,53,66.0,12.5,43,54.0,0.0,1.0,-,-, ,7.1,20
272,1,2007-09-14,66,45,56.0,-8.0,39,48.0,9.0,0.0,0530,1805, ,12.1,32
273,2,2007-09-14,67,47,57.0,3.5,40,49.0,8.0,0.0,-,-, ,11.7,32
274,1,2007-09-15,61,39,50.0,-14.0,33,43.0,15.0,0.0,0531,1803, ,1.4,33
275,2,2007-09-15,62,42,52.0,-1.5,35,45.0,13.0,0.0,-,-, ,1.1,35
276,1,2007-09-16,71,44,58.0,-6.0,40,49.0,7.0,0.0,0532,1760, ,6.8,18
277,2,2007-09-16,72,49,61.0,7.5,38,50.0,4.0,0.0,-,-, ,7.7,18
278,1,2007-09-17,80,52,66.0,2.0,49,57.0,0.0,1.0,0533,1758, ,11.7,17
279,2,2007-09-17,80,55,68.0,14.5,48,57.0,0.0,3.0,-,-, ,10.6,17
280,1,2007-09-18,88,63,76.0,12.0,58,65.0,0.0,11.0,0535,1756, ,12.9,19
281,2,2007-09-18,89,66,78.0,24.5,57,65.0,0.0,13.0,-,-, ,12.5,19
282,1,2007-09-19,84,65,75.0,12.0,59,65.0,0.0,10.0,0536,1755, ,5.0,26
283,2,2007-09-19,84,68,76.0,22.5,59,65.0,0.0,11.0,-,-, ,3.5,25
284,1,2007-09-20,78,60,69.0,7.0,59,63.0,0.0,4.0,0537,1753, ,5.3,7
285,2,2007-09-20,76,63,70.0,16.5,59,64.0,0.0,5.0,-,-, ,5.6,8
286,1,2007-09-21,88,64,76.0,14.0,59,66.0,0.0,11.0,0538,1751,HZ,10.3,21
287,2,2007-09-21,90,68,79.0,25.5,59,66.0,0.0,14.0,-,-,HZ,9.8,22
288,1,2007-09-22,74,51,63.0,1.0,43,53.0,2.0,0.0,0539,1749, ,2.6,3
289,2,2007-09-22,72,58,65.0,11.5,45,55.0,0.0,0.0,-,-, ,4.3,1
290,1,2007-09-23,84,50,67.0,6.0,50,58.0,0.0,2.0,0540,1748, ,4.6,13
291,2,2007-09-23,83,55,69.0,15.5,50,59.0,0.0,4.0,-,-, ,5.9,12
292,1,2007-09-24,90,68,79.0,18.0,63,68.0,0.0,14.0,0541,1746, ,11.4,19
293,2,2007-09-24,91,71,81.0,27.5,62,69.0,0.0,16.0,-,-, ,10.0,19
294,1,2007-09-25,85,63,74.0,13.0,65,69.0,0.0,9.0,0542,1744,TS RA,7.9,23
295,2,2007-09-25,83,67,75.0,21.5,66,69.0,0.0,10.0,-,-,TSRA,7.3,23
296,1,2007-09-26,69,53,61.0,1.0,50,55.0,4.0,0.0,0543,1742,RA,4.3,1
297,2,2007-09-26,68,55,62.0,8.5,51,56.0,3.0,0.0,-,-,RA BR,4.8,2
298,1,2007-09-27,75,49,62.0,2.0,49,55.0,3.0,0.0,0544,1741,BR,4.9,24
299,2,2007-09-27,74,52,63.0,9.5,49,55.0,2.0,0.0,-,-,RA BCFG BR,4.5,25
300,1,2007-09-28,73,53,63.0,4.0,46,53.0,2.0,0.0,0545,1739, ,2.3,4
301,2,2007-09-28,73,53,63.0,9.5,46,54.0,2.0,0.0,-,-, ,3.1,7
302,1,2007-09-29,80,50,65.0,6.0,46,55.0,0.0,0.0,0546,1737, ,9.5,17
303,2,2007-09-29,82,52,67.0,13.5,45,55.0,0.0,2.0,-,-, ,8.4,17
304,1,2007-09-30,83,59,71.0,12.0,49,59.0,0.0,6.0,0547,1735,TSRA BR,14.4,19
305,2,2007-09-30,84,61,73.0,19.5,48,59.0,0.0,8.0,-,-,TSRA BR,12.9,19
306,1,2007-10-01,69,59,64.0,6.0,59,61.0,1.0,0.0,0548,1734,RA DZ FG+ BCFG BR,6.1,22
307,2,2007-10-01,68,59,64.0,10.5,59,61.0,1.0,0.0,-,-,RA BR,7.9,21
308,1,2007-10-02,78,57,68.0,10.0,59,63.0,0.0,3.0,0549,1732,RA FG+ MIFG BR,10.8,19
309,2,2007-10-02,80,59,70.0,16.5,59,63.0,0.0,5.0,-,-,RA BR,10.0,19
310,1,2007-10-03,74,55,65.0,8.0,48,56.0,0.0,0.0,0550,1730, ,5.9,26
311,2,2007-10-03,74,56,65.0,11.5,47,56.0,0.0,0.0,-,-, ,4.8,25
312,1,2007-10-04,82,51,67.0,10.0,56,61.0,0.0,2.0,0552,1729,HZ,3.9,17
313,2,2007-10-04,83,56,70.0,16.5,56,62.0,0.0,5.0,-,-, ,4.6,17
314,1,2007-10-05,84,62,73.0,16.0,65,68.0,0.0,8.0,0553,1727,HZ,7.0,17
315,2,2007-10-05,85,68,77.0,23.5,65,69.0,0.0,12.0,-,-,RA BR,6.8,18
316,1,2007-10-06,87,69,78.0,22.0,67,70.0,0.0,13.0,0554,1725, ,6.9,20
317,2,2007-10-06,88,71,80.0,26.5,66,71.0,0.0,15.0,-,-, ,6.4,21
318,1,2007-10-07,87,67,77.0,21.0,66,70.0,0.0,12.0,0555,1724, ,5.2,19
319,2,2007-10-07,88,70,79.0,25.5,65,70.0,0.0,14.0,-,-, ,5.3,19
320,1,2007-10-08,87,60,74.0,18.0,61,66.0,0.0,9.0,0556,1722, ,7.7,24
321,2,2007-10-08,88,62,75.0,21.5,60,66.0,0.0,10.0,-,-, ,7.3,24
322,1,2007-10-09,76,49,63.0,8.0,44,53.0,2.0,0.0,0557,1720, ,11.5,28
323,2,2007-10-09,77,50,64.0,10.5,44,53.0,1.0,0.0,-,-, ,12.1,28
324,1,2007-10-10,54,47,51.0,-4.0,38,44.0,14.0,0.0,0558,1719,RA DZ,15.1,31
325,2,2007-10-10,53,47,50.0,-3.5,37,44.0,15.0,0.0,-,-, ,14.4,31
326,1,2007-10-11,54,46,50.0,-4.0,39,45.0,15.0,0.0,0559,1717, ,11.9,36
327,2,2007-10-11,56,48,52.0,-1.5,39,45.0,13.0,0.0,-,-, ,14.6,36
328,1,2007-10-12,56,41,49.0,-5.0,35,43.0,16.0,0.0,0600,1715, ,3.4,35
329,2,2007-10-12,57,45,51.0,-2.5,35,43.0,14.0,0.0,-,-, ,2.8,36
330,1,2007-10-13,59,40,50.0,-3.0,41,47.0,15.0,0.0,0602,1714, ,2.7,20
331,2,2007-10-13,59,44,52.0,-1.5,40,47.0,13.0,0.0,-,-, ,3.6,21
332,1,2007-10-14,61,53,57.0,4.0,49,53.0,8.0,0.0,0603,1712,RA,5.6,11
333,2,2007-10-14,63,55,59.0,5.5,47,52.0,6.0,0.0,-,-,RA,5.7,12
334,1,2007-10-15,74,51,63.0,10.0,52,57.0,2.0,0.0,0604,1711,RA BR,4.1,14
335,2,2007-10-15,77,55,66.0,12.5,50,57.0,0.0,1.0,-,-,RA,6.6,16
336,1,2007-10-16,67,52,60.0,8.0,54,57.0,5.0,0.0,0605,1709,RA DZ BR,6.4,21
337,2,2007-10-16,68,56,62.0,8.5,55,58.0,3.0,0.0,-,-,RA BR,6.5,21
338,1,2007-10-17,72,47,60.0,8.0,53,57.0,5.0,0.0,0606,1707,RA HZ,9.3,14
339,2,2007-10-17,74,50,62.0,8.5,53,57.0,3.0,0.0,-,-,RA HZ,8.6,14
340,1,2007-10-18,78,59,69.0,18.0,56,61.0,0.0,4.0,0607,1706,RA BR,17.2,19
341,2,2007-10-18,79,60,70.0,16.5,57,62.0,0.0,5.0,-,-,TSRA RA BR,15.5,19
342,1,2007-10-19,60,52,56.0,5.0,48,52.0,9.0,0.0,0608,1704,RA BR,16.2,24
343,2,2007-10-19,61,53,57.0,3.5,48,52.0,8.0,0.0,-,-,RA DZ,17.7,24
344,1,2007-10-20,73,47,60.0,10.0,43,52.0,5.0,0.0,0610,1703, ,10.9,21
345,2,2007-10-20,74,47,61.0,7.5,43,52.0,4.0,0.0,-,-, ,11.1,21
346,1,2007-10-21,80,60,70.0,20.0,47,57.0,0.0,5.0,0611,1701, ,18.0,20
347,2,2007-10-21,79,61,70.0,16.5,46,56.0,0.0,5.0,-,-, ,16.7,20
348,1,2007-10-22,67,46,57.0,7.0,47,50.0,8.0,0.0,0612,1660,RA DZ BR,5.2,36
349,2,2007-10-22,66,47,57.0,3.5,47,51.0,8.0,0.0,-,-,RA DZ BR,5.8,1
350,1,2007-10-23,58,43,51.0,2.0,36,44.0,14.0,0.0,0613,1658, ,5.2,31
351,2,2007-10-23,53,46,50.0,-3.5,39,45.0,15.0,0.0,-,-,RA,4.0,31
352,1,2007-10-24,55,43,49.0,0.0,35,42.0,16.0,0.0,0614,1657, ,13.3,2
353,2,2007-10-24,53,45,49.0,-4.5,35,43.0,16.0,0.0,-,-, ,16.0,2
354,1,2007-10-25,55,45,50.0,2.0,39,46.0,15.0,0.0,0616,1656,RA,13.9,6
355,2,2007-10-25,57,45,51.0,-2.5,40,46.0,14.0,0.0,-,-,RA,14.5,6
356,1,2007-10-26,65,53,59.0,11.0,48,52.0,6.0,0.0,0617,1654,RA BR,6.2,5
357,2,2007-10-26,66,53,60.0,6.5,49,52.0,5.0,0.0,-,-,RA BR,4.2,6
358,1,2007-10-27,55,37,46.0,-2.0,38,45.0,19.0,0.0,0618,1653,RA BR,9.4,32
359,2,2007-10-27,57,39,48.0,-5.5,41,46.0,17.0,0.0,-,-,RA BR HZ,7.9,31
360,1,2007-10-28,56,34,45.0,-2.0,30,39.0,20.0,0.0,0619,1651, ,3.4,23
361,2,2007-10-28,56,34,45.0,-8.5,30,39.0,20.0,0.0,-,-, ,3.5,23
362,1,2007-10-29,61,39,50.0,3.0,32,42.0,15.0,0.0,0620,1650, ,10.2,22
363,2,2007-10-29,60,39,50.0,-3.5,32,42.0,15.0,0.0,-,-, ,9.1,22
364,1,2007-10-30,66,41,54.0,8.0,38,46.0,11.0,0.0,0622,1649, ,12.2,20
365,2,2007-10-30,66,42,54.0,0.5,37,46.0,11.0,0.0,-,-, ,10.8,20
366,1,2007-10-31,62,41,52.0,6.0,37,46.0,13.0,0.0,0623,1647, ,12.2,25
367,2,2007-10-31,63,43,53.0,-0.5,38,46.0,12.0,0.0,-,-, ,12.2,25
368,1,2008-05-01,74,48,61.0,8.0,51,56.0,4.0,0.0,0448,1849, ,10.6,16
369,2,2008-05-01,73,48,61.0,7.5,51,57.0,4.0,0.0,-,-, ,9.8,17
370,1,2008-05-02,74,51,63.0,9.0,55,58.0,2.0,0.0,0447,1850,TSRA RA BR,13.8,20
371,2,2008-05-02,74,55,65.0,11.5,56,60.0,0.0,0.0,-,-,TSRA RA BR,11.9,19
372,1,2008-05-03,56,43,50.0,-4.0,41,46.0,15.0,0.0,0446,1851,RA,10.4,25
373,2,2008-05-03,56,44,50.0,-3.5,42,46.0,15.0,0.0,-,-,RA BR,11.2,25
374,1,2008-05-04,65,38,52.0,-2.0,34,45.0,13.0,0.0,0444,1852, ,5.6,24
375,2,2008-05-04,66,39,53.0,-0.5,33,45.0,12.0,0.0,-,-, ,5.1,23
376,1,2008-05-05,75,50,63.0,8.0,38,50.0,2.0,0.0,0443,1853, ,4.4,26
377,2,2008-05-05,74,50,62.0,8.5,38,50.0,3.0,0.0,-,-, ,3.7,23
378,1,2008-05-06,81,46,64.0,9.0,44,55.0,1.0,0.0,0442,1855, ,6.3,22
379,2,2008-05-06,82,52,67.0,13.5,43,55.0,0.0,2.0,-,-, ,6.9,22
380,1,2008-05-07,70,49,60.0,5.0,52,56.0,5.0,0.0,0441,1856,RA BR,3.5,23
381,2,2008-05-07,71,50,61.0,7.5,53,56.0,4.0,0.0,-,-,RA BR,1.9,22
382,1,2008-05-08,59,45,52.0,-4.0,35,44.0,13.0,0.0,0439,1857, ,12.2,5
383,2,2008-05-08,59,47,53.0,-0.5,36,45.0,12.0,0.0,-,-, ,14.3,5
384,1,2008-05-09,58,41,50.0,-6.0,34,43.0,15.0,0.0,0438,1858, ,6.3,3
385,2,2008-05-09,58,42,50.0,-3.5,35,44.0,15.0,0.0,-,-, ,6.5,3
386,1,2008-05-10,61,38,50.0,-6.0,37,45.0,15.0,0.0,0437,1859, ,5.9,7
387,2,2008-05-10,61,41,51.0,-2.5,39,46.0,14.0,0.0,-,-, ,6.0,8
388,1,2008-05-11,58,46,52.0,-5.0,43,47.0,13.0,0.0,0436,1860,RA BR,14.5,2
389,2,2008-05-11,60,47,54.0,0.5,44,48.0,11.0,0.0,-,-,RA BR,14.3,2
390,1,2008-05-12,56,40,48.0,-9.0,38,43.0,17.0,0.0,0435,1901, ,5.1,7
391,2,2008-05-12,53,41,47.0,-6.5,39,43.0,18.0,0.0,-,-, ,4.9,6
392,1,2008-05-13,73,40,57.0,-1.0,45,51.0,8.0,0.0,0434,1902,TSRA RA,15.5,18
393,2,2008-05-13,73,45,59.0,5.5,45,52.0,6.0,0.0,-,-,TSRA RA,13.7,18
394,1,2008-05-14,64,45,55.0,-3.0,48,52.0,10.0,0.0,0433,1903,DZ BR,2.0,25
395,2,2008-05-14,61,46,54.0,0.5,49,52.0,11.0,0.0,-,-,RA BR,2.5,21
396,1,2008-05-15,57,43,50.0,-8.0,37,45.0,15.0,0.0,0432,1904, ,6.8,5
397,2,2008-05-15,57,43,50.0,-3.5,37,45.0,15.0,0.0,-,-, ,7.5,5
398,1,2008-05-16,73,40,57.0,-2.0,41,50.0,8.0,0.0,0431,1905, ,8.9,25
399,2,2008-05-16,72,41,57.0,3.5,41,50.0,8.0,0.0,-,-, ,8.3,25
400,1,2008-05-17,73,52,63.0,4.0,41,52.0,2.0,0.0,0430,1906,RA,12.9,30
401,2,2008-05-17,73,50,62.0,8.5,41,52.0,3.0,0.0,-,-,TSRA RA BR,11.2,29
402,1,2008-05-18,55,44,50.0,-10.0,39,45.0,15.0,0.0,0429,1907, ,3.5,34
403,2,2008-05-18,55,45,50.0,-3.5,40,46.0,15.0,0.0,-,-, ,1.6,35
404,1,2008-05-19,60,40,50.0,-10.0,33,43.0,15.0,0.0,0428,1908,RA,3.9,7
405,2,2008-05-19,59,42,51.0,-2.5,34,44.0,14.0,0.0,-,-,RA,4.4,7
406,1,2008-05-20,66,47,57.0,-4.0,37,47.0,8.0,0.0,0427,1909, ,7.3,31
407,2,2008-05-20,64,49,57.0,3.5,37,47.0,8.0,0.0,-,-, ,6.9,30
408,1,2008-05-21,66,41,54.0,-7.0,36,46.0,11.0,0.0,0426,1910, ,7.2,32
409,2,2008-05-21,65,45,55.0,1.5,36,46.0,10.0,0.0,-,-, ,6.8,33
410,1,2008-05-22,59,45,52.0,-9.0,38,45.0,13.0,0.0,0425,1911, ,8.8,5
411,2,2008-05-22,56,47,52.0,-1.5,38,45.0,13.0,0.0,-,-, ,10.5,5
412,1,2008-05-23,57,46,52.0,-9.0,39,45.0,13.0,0.0,0425,1912, ,10.7,3
413,2,2008-05-23,59,48,54.0,0.5,40,46.0,11.0,0.0,-,-, ,10.4,3
414,1,2008-05-24,67,40,54.0,-8.0,40,48.0,11.0,0.0,0424,1913, ,7.4,7
415,2,2008-05-24,68,44,56.0,2.5,38,48.0,9.0,0.0,-,-, ,6.9,7
416,1,2008-05-25,78,44,61.0,-1.0,50,57.0,4.0,0.0,0423,1914,TSRA,10.3,18
417,2,2008-05-25,78,51,65.0,11.5,48,57.0,0.0,0.0,-,-, ,11.1,17
418,1,2008-05-26,81,47,64.0,2.0,60,64.0,1.0,0.0,0422,1915,TSRA RA BR,6.2,25
419,2,2008-05-26,84,53,69.0,15.5,60,65.0,0.0,4.0,-,-,TS TSRA RA HZ,7.3,24
420,1,2008-05-27,50,42,46.0,-16.0,35,42.0,19.0,0.0,0422,1916, ,19.2,3
421,2,2008-05-27,53,45,49.0,-4.5,36,43.0,16.0,0.0,-,-,RA,18.0,2
422,1,2008-05-28,62,43,53.0,-10.0,32,43.0,12.0,0.0,0421,1916, ,8.2,6
423,2,2008-05-28,61,45,53.0,-0.5,35,44.0,12.0,0.0,-,-, ,7.8,7
424,1,2008-05-29,67,42,55.0,-9.0,37,47.0,10.0,0.0,0421,1917,RA,3.5,11
425,2,2008-05-29,68,45,57.0,3.5,38,48.0,8.0,0.0,-,-,RA,2.2,10
426,1,2008-05-30,77,55,66.0,2.0,59,62.0,0.0,1.0,0420,1918,TSRA RA BR,8.4,21
427,2,2008-05-30,77,58,68.0,14.5,60,63.0,0.0,3.0,-,-,TS RA BR,9.4,20
428,1,2008-05-31,79,59,69.0,5.0,56,62.0,0.0,4.0,0420,1919, ,10.8,28
429,2,2008-05-31,79,60,70.0,16.5,56,62.0,0.0,5.0,-,-, ,11.1,28
430,1,2008-06-01,74,53,64.0,0.0,47,55.0,1.0,0.0,0419,1920, ,4.6,10
431,2,2008-06-01,71,56,64.0,10.5,46,55.0,1.0,0.0,-,-, ,5.6,8
432,1,2008-06-02,86,56,71.0,7.0,52,60.0,0.0,6.0,0419,1920,RA,1.9,8
433,2,2008-06-02,85,61,73.0,19.5,53,61.0,0.0,8.0,-,-, ,1.7,13
434,1,2008-06-03,69,55,62.0,-2.0,55,57.0,3.0,0.0,0418,1921,TSRA RA FG+ FG BR,7.3,4
435,2,2008-06-03,74,57,66.0,12.5,58,60.0,0.0,1.0,-,-,RA BR HZ,5.2,3
436,1,2008-06-04,78,54,66.0,2.0,59,61.0,0.0,1.0,0418,1922,TSRA DZ FG+ FG BR HZ,4.5,4
437,2,2008-06-04,78,59,69.0,15.5,61,64.0,0.0,4.0,-,-,TS TSRA BR HZ,3.1,5
438,1,2008-06-05,87,60,74.0,9.0,68,71.0,0.0,9.0,0417,1923,TSRA BR,11.5,20
439,2,2008-06-05,88,68,78.0,24.5,69,72.0,0.0,13.0,-,-,TSRA,13.2,20
440,1,2008-06-06,87,73,80.0,14.0,68,72.0,0.0,15.0,0417,1923,RA,21.1,20
441,2,2008-06-06,86,73,80.0,26.5,69,72.0,0.0,15.0,-,-,RA,19.2,20
442,1,2008-06-07,85,69,77.0,11.0,71,73.0,0.0,12.0,0417,1924,TS RA BR,12.5,19
443,2,2008-06-07,84,72,78.0,24.5,71,73.0,0.0,13.0,-,-,TS BR,11.8,19
444,1,2008-06-08,85,64,75.0,9.0,68,70.0,0.0,10.0,0417,1925,TS TSRA RA,6.5,18
445,2,2008-06-08,87,65,76.0,22.5,69,71.0,0.0,11.0,-,-,RA BR SQ,4.2,19
446,1,2008-06-09,74,65,70.0,4.0,64,66.0,0.0,5.0,0416,1925,RA BR,6.3,22
447,2,2008-06-09,74,65,70.0,16.5,64,66.0,0.0,5.0,-,-,RA DZ,6.5,23
448,1,2008-06-10,79,59,69.0,2.0,56,61.0,0.0,4.0,0416,1926,RA,8.8,25
449,2,2008-06-10,80,60,70.0,16.5,56,63.0,0.0,5.0,-,-,RA,9.3,25
450,1,2008-06-11,86,61,74.0,7.0,56,64.0,0.0,9.0,0416,1926, ,8.9,18
451,2,2008-06-11,86,66,76.0,22.5,55,64.0,0.0,11.0,-,-, ,9.4,18
452,1,2008-06-12,91,73,82.0,14.0,63,69.0,0.0,17.0,0416,1927, ,16.1,18
453,2,2008-06-12,91,73,82.0,28.5,63,70.0,0.0,17.0,-,-, ,14.8,18
454,1,2008-06-13,82,65,74.0,6.0,62,66.0,0.0,9.0,0416,1927,TSRA RA BR,8.9,22
455,2,2008-06-13,82,66,74.0,20.5,63,66.0,0.0,9.0,-,-,TS TSRA RA,9.6,23
456,1,2008-06-14,84,59,72.0,4.0,53,61.0,0.0,7.0,0416,1928, ,8.3,24
457,2,2008-06-14,84,61,73.0,19.5,52,62.0,0.0,8.0,-,-, ,8.7,24
458,1,2008-06-15,81,61,71.0,3.0,60,64.0,0.0,6.0,0416,1928,RA,8.1,24
459,2,2008-06-15,82,60,71.0,17.5,60,64.0,0.0,6.0,-,-,TSRA RA BR,8.4,24
460,1,2008-06-16,72,59,66.0,-3.0,49,57.0,0.0,1.0,0416,1929, ,10.7,31
461,2,2008-06-16,74,60,67.0,13.5,49,57.0,0.0,2.0,-,-, ,10.8,31
462,1,2008-06-17,76,55,66.0,-3.0,46,55.0,0.0,1.0,0416,1929, ,10.7,30
463,2,2008-06-17,76,56,66.0,12.5,46,55.0,0.0,1.0,-,-, ,10.2,30
464,1,2008-06-18,77,56,67.0,-3.0,48,56.0,0.0,2.0,0416,1929, ,4.8,3
465,2,2008-06-18,75,58,67.0,13.5,49,56.0,0.0,2.0,-,-, ,5.0,5
466,1,2008-06-19,81,52,67.0,-3.0,46,56.0,0.0,2.0,0416,1930, ,1.8,25
467,2,2008-06-19,80,55,68.0,14.5,47,57.0,0.0,3.0,-,-, ,1.5,14
468,1,2008-06-20,82,58,70.0,0.0,53,60.0,0.0,5.0,0416,1930,TSRA RA,6.7,22
469,2,2008-06-20,83,60,72.0,18.5,52,59.0,0.0,7.0,-,-,RA,6.5,23
470,1,2008-06-21,82,61,72.0,2.0,52,61.0,0.0,7.0,0416,1930, ,7.1,29
471,2,2008-06-21,83,62,73.0,19.5,53,61.0,0.0,8.0,-,-,RA,5.6,29
472,1,2008-06-22,82,57,70.0,0.0,52,59.0,0.0,5.0,0417,1931,TS TSRA,2.9,31
473,2,2008-06-22,81,61,71.0,17.5,53,60.0,0.0,6.0,-,-,RA,1.5,34
474,1,2008-06-23,77,56,67.0,-3.0,54,59.0,0.0,2.0,0417,1931, ,3.9,4
475,2,2008-06-23,76,57,67.0,13.5,54,59.0,0.0,2.0,-,-, ,3.8,3
476,1,2008-06-24,82,55,69.0,-2.0,53,60.0,0.0,4.0,0417,1931, ,5.1,18
477,2,2008-06-24,82,57,70.0,16.5,52,60.0,0.0,5.0,-,-, ,4.3,18
478,1,2008-06-25,79,66,73.0,2.0,64,67.0,0.0,8.0,0417,1931,RA,8.0,22
479,2,2008-06-25,79,67,73.0,19.5,65,68.0,0.0,8.0,-,-,RA BR,7.5,21
480,1,2008-06-26,86,70,78.0,7.0,66,70.0,0.0,13.0,0418,1931,BR,6.3,26
481,2,2008-06-26,87,71,79.0,25.5,67,71.0,0.0,14.0,-,-,BR,6.8,25
482,1,2008-06-27,84,66,75.0,4.0,67,70.0,0.0,10.0,0418,1931,RA,6.7,22
483,2,2008-06-27,85,69,77.0,23.5,67,70.0,0.0,12.0,-,-,RA,8.3,21
484,1,2008-06-28,83,64,74.0,3.0,55,63.0,0.0,9.0,0419,1931,TSRA HZ,12.1,25
485,2,2008-06-28,84,66,75.0,21.5,55,63.0,0.0,10.0,-,-,RA,13.3,26
486,1,2008-06-29,75,60,68.0,-3.0,58,61.0,0.0,3.0,0419,1931,RA BR,7.3,31
487,2,2008-06-29,77,61,69.0,15.5,58,61.0,0.0,4.0,-,-,RA BR,7.9,30
488,1,2008-06-30,80,59,70.0,-2.0,50,58.0,0.0,5.0,0419,1931, ,6.0,34
489,2,2008-06-30,81,59,70.0,16.5,49,58.0,0.0,5.0,-,-, ,5.5,35
490,1,2008-07-01,83,58,71.0,-1.0,51,60.0,0.0,6.0,0420,1931, ,8.1,24
491,2,2008-07-01,84,57,71.0,17.5,50,60.0,0.0,6.0,-,-, ,8.2,23
492,1,2008-07-02,87,63,75.0,3.0,62,66.0,0.0,10.0,0420,1931,TS RA BR,8.7,23
493,2,2008-07-02,89,63,76.0,22.5,62,67.0,0.0,11.0,-,-,RA,7.4,24
494,1,2008-07-03,71,55,63.0,-9.0,51,57.0,2.0,0.0,0421,1931, ,11.6,3
495,2,2008-07-03,71,59,65.0,11.5,51,57.0,0.0,0.0,-,-, ,13.3,3
496,1,2008-07-04,76,52,64.0,-8.0,50,57.0,1.0,0.0,0422,1930, ,6.0,5
497,2,2008-07-04,75,58,67.0,13.5,50,58.0,0.0,2.0,-,-, ,6.5,6
498,1,2008-07-05,80,54,67.0,-5.0,52,59.0,0.0,2.0,0422,1930, ,4.6,7
499,2,2008-07-05,79,57,68.0,14.5,52,60.0,0.0,3.0,-,-, ,4.7,10
500,1,2008-07-06,87,59,73.0,1.0,57,65.0,0.0,8.0,0423,1930, ,9.3,19
501,2,2008-07-06,88,63,76.0,22.5,58,65.0,0.0,11.0,-,-, ,8.3,19
502,1,2008-07-07,87,71,79.0,7.0,67,71.0,0.0,14.0,0423,1930,TSRA RA,10.9,22
503,2,2008-07-07,87,74,81.0,27.5,68,71.0,0.0,16.0,-,-, ,10.8,21
504,1,2008-07-08,85,70,78.0,5.0,67,71.0,0.0,13.0,0424,1929, ,7.8,26
506,1,2008-07-09,85,67,76.0,3.0,55,63.0,0.0,11.0,0425,1929, ,9.5,31
507,2,2008-07-09,85,67,76.0,22.5,55,64.0,0.0,11.0,-,-, ,8.1,32
508,1,2008-07-10,82,64,73.0,0.0,63,66.0,0.0,8.0,0425,1929,TSRA RA BR,8.5,23
509,2,2008-07-10,84,64,74.0,20.5,62,67.0,0.0,9.0,-,-,TSRA RA,8.1,23
510,1,2008-07-11,88,64,76.0,3.0,65,69.0,0.0,11.0,0426,1928,TSRA RA BR,5.2,20
511,2,2008-07-11,89,64,77.0,23.5,65,69.0,0.0,12.0,-,-,TS TSRA RA,3.7,19
512,1,2008-07-12,81,65,73.0,0.0,63,66.0,0.0,8.0,0427,1928,TS TSRA RA BR,7.7,26
513,2,2008-07-12,83,66,75.0,21.5,64,67.0,0.0,10.0,-,-,TSRA RA BR,8.4,26
514,1,2008-07-13,79,62,71.0,-2.0,54,61.0,0.0,6.0,0428,1927, ,12.1,27
515,2,2008-07-13,79,61,70.0,16.5,53,61.0,0.0,5.0,-,-, ,13.6,27
516,1,2008-07-14,84,62,73.0,0.0,54,62.0,0.0,8.0,0428,1927, ,4.5,29
517,2,2008-07-14,84,62,73.0,19.5,54,62.0,0.0,8.0,-,-, ,1.9,29
518,1,2008-07-15,90,61,76.0,2.0,62,68.0,0.0,11.0,0429,1926, ,6.8,23
519,2,2008-07-15,91,67,79.0,25.5,63,69.0,0.0,14.0,-,-, ,7.8,22
520,1,2008-07-16,90,71,81.0,7.0,66,70.0,0.0,16.0,0430,1925, ,5.0,23
521,2,2008-07-16,91,73,82.0,28.5,67,71.0,0.0,17.0,-,-, ,5.2,21
522,1,2008-07-17,89,71,80.0,6.0,66,71.0,0.0,15.0,0431,1925, ,8.6,22
523,2,2008-07-17,90,74,82.0,28.5,66,71.0,0.0,17.0,-,-, ,8.9,22
524,1,2008-07-18,86,74,80.0,6.0,68,72.0,0.0,15.0,0432,1924,RA,2.6,22
525,2,2008-07-18,91,73,82.0,28.5,67,71.0,0.0,17.0,-,-,RA,6.8,23
526,1,2008-07-19,78,67,73.0,-1.0,68,69.0,0.0,8.0,0433,1923,RA BR VCTS,2.0,33
527,2,2008-07-19,80,70,75.0,21.5,70,71.0,0.0,10.0,-,-,RA BR,1.1,23
528,1,2008-07-20,86,68,77.0,3.0,68,71.0,0.0,12.0,0433,1923,TSRA,4.5,25
529,2,2008-07-20,86,68,77.0,23.5,68,71.0,0.0,12.0,-,-,TSRA RA,6.1,27
530,1,2008-07-21,83,68,76.0,2.0,65,68.0,0.0,11.0,0434,1922,TSRA RA,3.3,3
